CreatedByDsc,CreatedByName,DefaultUoMIdDsc,DefaultUoMIdName,DefaultUoMScheduleIdDsc,DefaultUoMScheduleIdName,ModifiedByDsc,ModifiedByName,OrganizationIdDsc,OrganizationIdName,PriceLevelIdDsc,PriceLevelIdName,SubjectIdDsc,SubjectIdName,DeletionStateCode,Name,Description,ProductTypeCode,ProductUrl,Price,IsKit,ProductNumber,Size,CurrentCost,StockVolume,StandardCost,StockWeight,QuantityDecimal,QuantityOnHand,IsStockItem,SupplierName,VendorName,VendorPartNumber,CreatedOn,ModifiedOn,StateCode,StatusCode
0,Rubaiyat Khan,0,Single,0,Bike and Frame,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Road Bikes,0,"Road-550-W Yellow, 38","Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",1,,1120.49,FALSE,BK-R64Y-38,38,845.7459,,829.1626,17.35,0,148,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single,0,Bike and Frame,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Road Bikes,0,"Road-650 Black, 62","Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",1,,782.99,FALSE,BK-R50B-62,62,591.0009,,579.4126,20,0,188,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single,0,Bike and Frame,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Components,0,"LL Mtn Frame - Silver, 52","Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",1,,264.05,FALSE,FR-M21S-52,52,218.8446,,195.397,3.04,0,,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single pair,0,Unit pair,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Clothing and Accessories,0,"Full-finger Gloves, S","Synthetic palm, flexible knuckles, breathable mesh upper. Worn by the AWC team riders.",1,,37.99,FALSE,GL-F110-S,S,25.0734,,20.8945,,0,72,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single,0,Bike and Frame,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Touring Bikes,0,"Touring-2000 Blue, 50","The plush custom saddle keeps you riding all day,  and there's plenty of space to add panniers and bike bags to the newly-redesigned carrier.  This bike has stability when fully-loaded.",1,,1214.85,FALSE,BK-T44U-50,50,925.9587,,898.989,27.42308,0,227,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single,0,Bike and Frame,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Mountain Bikes,0,"Mountain-500 Black, 42","Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",1,,539.99,FALSE,BK-M18B-42,42,403.5885,,399.5926,27.77273,0,153,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single,0,Bike and Frame,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Road Bikes,0,"Road-250 Black, 58","Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",1,,2443.35,FALSE,BK-R89B-58,58,1844.2406,,1808.079,15.67857,0,148,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Each,0,General,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Components,0,ML Mtn Rear Wheel,Replacement rear mountain wheel for the casual to serious rider.,1,,236.025,FALSE,RW-M762,,204.3504,,174.6585,,0,812,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Each,0,General,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Clothing and Accessories,0,Touring Tire,High-density rubber.,1,,28.99,FALSE,TI-T723,,21.844,,15.9445,,0,845,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single pair,0,Unit pair,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Clothing and Accessories,0,"Mountain Bike Socks, M",Combination of natural and synthetic fibers stays dry and provides just the right cushioning.,1,,9.5,FALSE,SO-B909-M,M,6.4268,,5.225,,0,180,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single,0,Bike and Frame,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Touring Bikes,0,"Touring-3000 Yellow, 44","All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",1,,742.35,FALSE,BK-T18Y-44,44,565.8192,,549.339,28.77273,0,168,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Each,0,General,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Components,0,Chain,Superior shifting performance.,1,,20.24,FALSE,CH-0234,,16.026,,14.9776,,0,589,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single,0,Bike and Frame,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Mountain Bikes,0,"Mountain-100 Silver, 38","Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",1,,3399.99,FALSE,BK-M82S-38,38,2541.1525,,2515.9926,20.35,0,149,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single,0,Bike and Frame,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Touring Bikes,0,"Touring-3000 Blue, 58","All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",1,,742.35,FALSE,BK-T18U-58,58,565.8192,,549.339,29.9,0,204,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single,0,Bike and Frame,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Components,0,"ML Mtn Frame-W - Silver, 40",The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Women's version.,1,,364.09,FALSE,FR-M63S-40,40,301.7578,,269.4266,2.77,0,,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single article,0,Clothing,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Clothing and Accessories,0,"Women's tights, S",Warm spandex tights for winter riding; seamless chamois construction eliminates pressure points.,1,,74.99,FALSE,TG-W091-S,S,51.1432,,41.2445,,0,324,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single article,0,Clothing,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Clothing and Accessories,0,"Classic Vest, S","Light-weight, wind-resistant, packs to fit into a pocket.",1,,63.5,FALSE,VE-C304-S,S,43.6563,,34.925,,0,180,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Each,0,General,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Components,0,HL Mtn Front Wheel,High-performance mountain replacement wheel.,1,,300.215,FALSE,FW-M928,,259.9261,,222.1591,,0,831,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single,0,Bike and Frame,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Road Bikes,0,"Road-350-W Yellow, 42","Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.",1,,1700.99,FALSE,BK-R79Y-42,42,1283.9073,,1258.7326,15.77273,0,148,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single article,0,Clothing,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Clothing and Accessories,0,"Women's  Mountain shorts, L","Heavy duty, abrasion-resistant shorts feature seamless, lycra inner shorts with anti-bacterial chamois for comfort",1,,69.99,FALSE,SH-W890-L,L,46.9633,,38.4945,,0,288,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single,0,Bike and Frame,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Mountain Bikes,0,"Mountain-100 Silver, 48","Top-of-the-line competition mountain bike. Performance-enhancing options include the innovative HL Frame, super-smooth front suspension, and traction for all terrain.",1,,3399.99,FALSE,BK-M82S-48,48,2541.1525,,2515.9926,21.42308,0,164,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single,0,Bike and Frame,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Mountain Bikes,0,"Mountain-200 Black, 46",Serious back-country riding. Perfect for all levels of competition. Uses the same HL Frame as the Mountain-100.,1,,2294.99,FALSE,BK-M68B-46,46,1715.2755,,1698.2926,24.125,0,137,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single,0,Bike and Frame,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Road Bikes,0,"Road-750 Black, 48",Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.,1,,539.99,FALSE,BK-R19B-48,48,407.5845,,399.5926,20.125,0,155,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single,0,Bike and Frame,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Road Bikes,0,"Road-350-W Yellow, 44","Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.",1,,1700.99,FALSE,BK-R79Y-44,44,1283.9073,,1258.7326,16.125,0,133,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Each,0,General,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Clothing and Accessories,0,ML Road Tire,Higher density rubber.,1,,24.99,FALSE,TI-R628,,18.83,,13.7445,,0,855,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single,0,Bike and Frame,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Touring Bikes,0,"Touring-1000 Yellow, 50",Travel in style and comfort. Designed for maximum comfort and safety. Wide gear range takes on all hills. High-tech aluminum alloy construction provides durability without added weight.,1,,2384.07,FALSE,BK-T79Y-50,50,1817.1382,,1764.2118,25.42308,0,137,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single,0,Bike and Frame,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Mountain Bikes,0,"Mountain-500 Silver, 42","Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",1,,564.99,FALSE,BK-M18S-42,42,422.2735,,418.0926,27.77273,0,164,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single,0,Bike and Frame,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Components,0,"LL Mtn Frame - Black, 40","Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",1,,249.79,FALSE,FR-M21B-40,40,207.026,,184.8446,2.88,0,719,TRUE,,,,8/30/2007,8/30/2007,1,2
0,Rubaiyat Khan,0,Single,0,Bike and Frame,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Components,0,"LL Road Frame - Red, 48","The LL Frame provides a safe, comfortable ride, while offering superior bumb absorption in a value-priced aluminum frame.",1,,337.22,FALSE,FR-R38R-48,48,284.4788,,249.5428,2.36,0,,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single,0,Bike and Frame,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Road Bikes,0,"Road-650 Black, 58","Value-priced bike with many features of our top-of-the-line models. Has the same light, stiff frame, and the quick acceleration we're famous for.",1,,782.99,FALSE,BK-R50B-58,58,591.0009,,579.4126,19.7931,0,134,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single article,0,Clothing,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Clothing and Accessories,0,"Short-sleeve classic jersey, L","short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.",1,,53.99,FALSE,SJ-0194-L,L,35.9303,,29.6945,,0,36,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Each,0,General,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Components,0,Touring Front Wheel,Aerodynamic rims for smooth riding.,1,,218.01,FALSE,FW-T905,,188.7531,,161.3274,,0,736,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Each,0,General,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Components,0,ML Crankset,High-strength crank arm.,1,,256.49,FALSE,CS-6583,,204.9868,,189.8026,635,0,905,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single article,0,Clothing,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Clothing and Accessories,0,"Short-sleeve classic jersey, XL","short sleeve classic breathable jersey with superior moisture control, front zipper, and 3 back pockets.",1,,53.99,FALSE,SJ-0194-X,XL,35.9303,,29.6945,,0,72,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Each,0,General,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Components,0,ML Bottom Bracket,Aluminum alloy cups; large diameter spindle.,1,,101.24,FALSE,BB-8107,,78.6635,,74.9176,168,0,816,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Each,0,General,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Components,0,LL Touring Handlebars,Unique shape reduces fatigue for entry level riders.,1,,46.09,FALSE,HB-T721,,35.4709,,34.1066,,0,802,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single,0,Bike and Frame,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Components,0,"HL Road Frame - Red, 58",Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,1,,1431.5,FALSE,FR-R92R-58,58,1207.6134,,1059.31,2.24,0,,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Each,0,General,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Clothing and Accessories,0,Headlights - dual-beam,Rechargeable dual-beam headlight,1,,34.99,FALSE,LT-H902,,25.5952,,19.2445,,0,180,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single pair,0,Unit pair,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Clothing and Accessories,0,"Racing Socks, L","Thin, lightweight and durable with cuffs that stay up.",1,,8.99,FALSE,SO-R-809-L,L,6.0817,,4.9445,,0,288,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Each,0,General,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Components,0,LL Road Front Wheel,Replacement road front wheel for entry-level cyclist.,1,,85.565,FALSE,FW-R623,,74.0822,,63.3181,900,0,888,TRUE,,,,8/30/2007,8/30/2007,1,2
0,Rubaiyat Khan,0,Single,0,Bike and Frame,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Components,0,"LL Mtn Frame - Black, 52","Our best value utilizing the same, ground-breaking frame technology as the ML aluminum frame.",1,,249.79,FALSE,FR-M21B-52,52,207.026,,184.8446,3.04,0,,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single,0,Bike and Frame,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Components,0,"HL Touring Frame - Yellow, 46",The HL aluminum frame is custom-shaped for both good looks and strength; it will withstand the most rigorous challenges of daily riding. Men's version.,1,,1003.91,FALSE,FR-T98Y-46,46,861.7563,,742.8934,2.96,0,,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single,0,Bike and Frame,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Mountain Bikes,0,"Mountain-500 Black, 44","Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",1,,539.99,FALSE,BK-M18B-44,44,403.5885,,399.5926,28.125,0,154,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single,0,Bike and Frame,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Components,0,"LL Touring Frame - Blue, 50",Lightweight butted aluminum frame provides a more upright riding position for a trip around town.  Our ground-breaking design provides optimum comfort.,1,,333.42,FALSE,FR-T67U-50,50,286.2077,,246.7308,3.1,0,,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single,0,Bike and Frame,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Road Bikes,0,"Road-550-W Yellow, 40","Same technology as all of our Road series bikes, but the frame is sized for a woman.  Perfect all-around bike for road or racing.",1,,1120.49,FALSE,BK-R64Y-40,40,845.7459,,829.1626,17.77273,0,133,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single,0,Bike and Frame,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Mountain Bikes,0,"Mountain-500 Black, 52","Suitable for any type of riding, on or off-road. Fits any budget. Smooth-shifting with a comfortable ride.",1,,539.99,FALSE,BK-M18B-52,52,403.5885,,399.5926,28.67857,0,153,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single,0,Bike and Frame,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Touring Bikes,0,"Touring-3000 Blue, 44","All-occasion value bike with our basic comfort and safety features. Offers wider, more stable tires for a ride around town or weekend trip.",1,,742.35,FALSE,BK-T18U-44,44,565.8192,,549.339,28.77273,0,163,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Each,0,General,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Clothing and Accessories,0,Mountain pump,Simple and light-weight. Emergency patches stored in handle.,1,,24.99,FALSE,PU-M044,,18.6925,,13.7445,,0,324,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single,0,Bike and Frame,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Components,0,"HL Mtn Frame - Silver, 48",Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumbs.,1,,1364.5,FALSE,FR-M94S-52,48,1130.8976,,1009.73,2.8,0,,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single,0,Bike and Frame,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Components,0,"HL Road Frame - Black, 52",Our lightest and best quality aluminum frame made from the newest alloy; it is welded and heat-treated for strength. Our innovative design results in maximum comfort and performance.,1,,1431.5,FALSE,FR-R92B-52,52,1207.6134,,1059.31,2.2,0,,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Each,0,General,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Components,0,ML Road Handlebars,Anatomically shaped aluminum tube bar will suit all riders.,1,,61.92,FALSE,HB-R720,,47.6536,,45.8208,,0,822,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single,0,Bike and Frame,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Mountain Bikes,0,"Mountain-400-W Silver, 40","This bike delivers a high-level of performance on a budget. It is responsive and maneuverable, and offers peace-of-mind when you decide to go off-road.",1,,769.49,FALSE,BK-M38S-40,40,575.1168,,569.4226,26.77273,0,153,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Each,0,General,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Components,0,HL Road Seat/Saddle,Lightweight kevlar racing saddle. Leather.,1,,52.64,FALSE,SE-R995,,44.7966,,38.9536,,0,467,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single article,0,Clothing,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Clothing and Accessories,0,"long-sleeve logo jersey, XL",unisex long-sleeve AWC logo microfiber cycling jersey,1,,49.99,FALSE,LJ-0192-X,XL,33.2683,,27.4945,,0,252,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single,0,Bike and Frame,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Road Bikes,0,"Road-250 Red, 58","Alluminum-alloy frame provides a light, stiff ride, whether you are racing in the velodrome or on a demanding club ride on country roads.",1,,2443.35,FALSE,BK-R89R-58,58,1844.2406,,1808.079,15.7931,0,227,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single,0,Bike and Frame,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Road Bikes,0,"Road-750 Black, 58",Entry level adult bike; offers a comfortable ride cross-country or down the block. Quick-release hubs and rims.,1,,539.99,FALSE,BK-R19B-58,58,407.5845,,399.5926,20.7931,0,153,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single article,0,Clothing,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Clothing and Accessories,0,"Men's Sports Shorts, S",Men's 8-panel racing shorts - lycra with an elastic waistband and leg grippers,1,,59.99,FALSE,SH-M897-S,S,40.2533,,32.9945,,0,288,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single,0,Bike and Frame,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Components,0,"HL Mtn Frame - Silver, 42",Each frame is hand-crafted in our Bothell facility to the optimum diameter and wall-thickness required of a premium mountain frame. The heat-treated welded aluminum frame has a larger diameter tube that absorbs the bumbs.,1,,1364.5,FALSE,FR-M94S-42,42,1130.8976,,1009.73,2.72,0,,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single,0,Bike and Frame,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Road Bikes,0,"Road-350-W Yellow, 48","Cross-train, race, or just socialize on a sleek, aerodynamic bike designed for a woman.  Advanced seat technology provides comfort all day.",1,,1700.99,FALSE,BK-R79Y-48,48,1283.9073,,1258.7326,16.42308,0,227,TRUE,,,,8/30/2007,8/30/2007,0,1
0,Rubaiyat Khan,0,Single,0,Bike and Frame,0,Rubaiyat Khan,0,Adventure Works Cycle,0,Wholesale,0,Components,0,"ML Mtn Frame - Black, 40",The ML frame is a heat-treated aluminum frame made with the same detail and quality as our HL frame. It offers superior performance. Men's version.,1,,348.76,FALSE,FR-M63B-40,40,289.0523,,258.0824,2.77,0,,TRUE,,,,8/30/2007,8/30/2007,0,1
